,index,asin,Brand,Model,title,image,url,Price,Sales,rating
313,313,B07FZH9BGV,Samsung,Samsung Galaxy Note ,"Samsung Galaxy Note 9 Factory Unlocked Phone with 6.4"" Screen and 128GB (U.S. Warranty), Ocean Blue",https://m.media-amazon.com/images/I/71VMn6229fL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Warranty/dp/B07FZH9BGV,781.05,873,4.123626373626373
314,314,B07G3RDDXT,Samsung,Samsung Galaxy Note9,"Samsung Galaxy Note9 128GB (Single-SIM) SM-N960F (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Ocean Blue)",https://m.media-amazon.com/images/I/81LVojrz3PL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Single-SIM-SM-N960F-Unlocked-Smartphone/dp/B07G3RDDXT,599.99,9,2.6666666666666665
315,315,B07G7FG26S,Apple,"Apple iPhone 8, AT&T","Apple iPhone 8, AT&T, 64GB - Red (Renewed)",https://m.media-amazon.com/images/I/81rsqEAmYHL._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-AT-64GB-Refurbished/dp/B07G7FG26S,320.0,16,4.1
316,316,B07G7QZKBG,Xiaomi,Xiaomi Redmi 6-64GB ,"Xiaomi Redmi 6-64GB + 4GB RAM, Dual Camera, Dual SIM GSM Factory Unlocked Smartphone - International Global 4G LTE Version - No Warranty (Black)",https://m.media-amazon.com/images/I/61ROfcN2SmL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-6-64GB-Factory-Unlocked-Smartphone/dp/B07G7QZKBG,137.57,20,4.285714285714286
317,317,B07G8VPHG3,Xiaomi,Xiaomi Mi A2 Lite (6,"Xiaomi Mi A2 Lite (64GB, 4GB RAM) 5.84"" 18:9 HD Display, Dual Camera, Android One Unlocked Smartphone - International Global LTE Version (Gold)",https://m.media-amazon.com/images/I/61lfpjOekDL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Lite-64GB-5-84-International/dp/B07G8VPHG3,154.49,149,4.3828125
318,318,B07G9PVX51,Samsung,Samsung Galaxy J7 Re,Samsung Galaxy J7 Refine - Virgin Mobile - Prepaid Cell Phone - Carrier Locked,https://m.media-amazon.com/images/I/412rM37uD9L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-J7-Refine-Prepaid/dp/B07G9PVX51,220.0,42,3.607142857142857
319,319,B07GCBWWPL,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 9 SM-N960F/DS 128GB/6GB 6.4? QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty in The USA) (Ocean Blue) - Ocean Blue,https://m.media-amazon.com/images/I/61U5HgwxraL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-N960F-DS-sAMOLED-Unlocked/dp/B07GCBWWPL,648.0,80,4.253968253968254
320,320,B07GDW2634,Samsung,Samsung Galaxy J8 (2,"Samsung Galaxy J8 (2018) J810M 32GB 3GB RAM 6.0"" Octa-Core 1.8GHz 4G LTE GSM Single SIM 16.0 MP Factory Unlocked Fingerprint International Version, No Warranty (Black)",https://m.media-amazon.com/images/I/31eQyW0ga9L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Octa-Core-Unlocked-Fingerprint-International/dp/B07GDW2634,269.99,5,4.333333333333333
321,321,B07GDW4N5C,Samsung,Samsung - Galaxy Not,Samsung - Galaxy Note 9 (AT&T) - (Factory Unlocked) Ocean Blue - 128 GB,https://m.media-amazon.com/images/I/71nwubnam-L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Ocean/dp/B07GDW4N5C,669.99,10,3.857142857142857
322,322,B07GGGTT78,Motorola,Motorola Moto G4 Plu,"Motorola Moto G4 Plus XT1642 4G LTE Dual SIM Factory Unlocked No Warranty Octacore (NO CDMA) 5.5 Inches (Black, 32GB)",https://m.media-amazon.com/images/I/61mbR+yjMaL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Moto-G4-Plus-Unlocked/dp/B07GGGTT78,139.0,3,3.0
323,323,B07GL4WGSF,Samsung,Samsung Galaxy Note ,"Samsung Galaxy Note 9 SM-N9600 Dual SIM (128GB/6GB, Lavender Purple) 6.4"" QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty)",https://m.media-amazon.com/images/I/616cb+PAvwL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-N9600-Lavender-sAMOLED-Unlocked/dp/B07GL4WGSF,575.0,55,4.340425531914893
324,324,B07GL6W1NR,Samsung,Samsung Galaxy Note9,Samsung Galaxy Note9 N9600 128GB Unlocked GSM Duos Phone w/Dual 12MP Camera - Midnight Black (International Version) (No Warranty),https://m.media-amazon.com/images/I/61jNfgzhnQL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-N9600-Midnight-sAMOLED-Unlocked/dp/B07GL6W1NR,619.97,39,4.25
325,325,B07GNHMZ3N,Samsung,Samsung Galaxy Note ,"Samsung Galaxy Note 9 (SM-N960F/DS) 6GB / 128GB (Ocean Blue) 6.4-inches LTE Dual SIM (GSM ONLY, NO CDMA) Factory Unlocked - International Stock No Warranty",https://m.media-amazon.com/images/I/61E+RfizKlL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-N960F-DS-6-4-inches-Unlocked/dp/B07GNHMZ3N,699.99,85,4.380281690140845
326,326,B07GPNGWNK,Xiaomi,"Xiaomi Mi 8, 6-64GB,","Xiaomi Mi 8, 6-64GB, Unlocked, Global Version (Black)",https://m.media-amazon.com/images/I/61ITfSJQDAL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-6-64GB-Unlocked-Global-Version/dp/B07GPNGWNK,268.99,60,4.461538461538462
327,327,B07GV9J7X8,Samsung,Samsung Galaxy Note ,"Samsung Galaxy Note 9 SM-N960F/DS 512GB/8GB (Midnight Black) 6.4"" QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty in The USA)",https://m.media-amazon.com/images/I/71SuuDTYZ5L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-SM-N960F-Midnight-Unlocked/dp/B07GV9J7X8,729.29,10,4.625
328,328,B07GVNHQV4,Motorola,Motorola Moto Z3 MOT,Motorola Moto Z3 MOTXT192917 GSM/CDMA LTE Unlocked Droid Edition 5G Capable - Ceramic Black,https://m.media-amazon.com/images/I/618gPPBUgpL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-MOTXT192917-Unlocked-Droid-Capable/dp/B07GVNHQV4,449.0,12,3.5714285714285716
329,329,B07GW1DXFP,Samsung,Samsung Galaxy Prime,Samsung Galaxy Prime 16GB J327 J3 AT&T T-Mobile Unlocked Smartphone - Silver (Renewed),https://m.media-amazon.com/images/I/61nN0-7YPvL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-T-Mobile-Unlocked-Smartphone/dp/B07GW1DXFP,93.99,108,3.634920634920635
330,330,B07GWFMLT8,Samsung,Samsung Galaxy Note ,"Samsung Galaxy Note 9 SM-N960F/DS 512GB/8GB (Metallic Copper) 6.4"" QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty in The USA)",https://m.media-amazon.com/images/I/71BG9iPLRkL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-SM-N960F-Metallic-Unlocked/dp/B07GWFMLT8,677.0,18,4.866666666666666
331,331,B07GWV23X7,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 5 N920A 64GB at&T GSM Unlocked - Gold Platinum,https://m.media-amazon.com/images/I/41032h1UuBL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Note-N920A-Unlocked/dp/B07GWV23X7,366.73,10,4.0
332,332,B07GX1DBD9,ASUS,ASUS ZenFone V Smart,ASUS ZenFone V Smartphone - Verizon Exclusive Model - 32GB - Saphire Black (Renewed),https://m.media-amazon.com/images/I/51K2MqitpmL._AC_UY218_ML3_.jpg,https://www.amazon.com/ASUS-ZenFone-Smartphone-Exclusive-Refurbished/dp/B07GX1DBD9,96.98,4,3.0
333,333,B07GYK8MBD,Samsung,Samsung Galaxy J3 (2,Samsung Galaxy J3 (2018) J337A 16GB Unlocked GSM 4G LTE Phone w/ 8MP Camera - Black,https://m.media-amazon.com/images/I/61uZ7y2rrwL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Factory-Unlocked-Smartphone/dp/B07GYK8MBD,148.49,18,3.533333333333333
334,334,B07H41NB46,Xiaomi,Xiaomi Pocophone F1 ,"Xiaomi Pocophone F1 128GB Graphite Black, Dual Sim, 6GB RAM, Dual Camera, 6.18"", GSM Unlocked Global Model, No Warranty",https://m.media-amazon.com/images/I/71q3UGwZhcL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Pocophone-Graphite-Unlocked-Warranty/dp/B07H41NB46,314.5,237,4.352657004830918
335,335,B07H445L82,Samsung,Samsung SM-J737VZKAV,Samsung SM-J737VZKAVZW Galaxy J7 V 16GB (2018) 2nd Edition for Verizon (Renewed),https://m.media-amazon.com/images/I/51fctx5FFPL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-J737VZKAVZW-Verizon-Certified-Refurbished/dp/B07H445L82,88.0,15,3.6923076923076925
336,336,B07H7SBBWQ,Xiaomi,Xiaomi Redmi 6 - 64G,"Xiaomi Redmi 6 - 64GB + 4GB RAM, Dual Camera, Dual SIM GSM Factory Unlocked Smartphone - International Global 4G LTE Version - No Warranty (Black)",https://m.media-amazon.com/images/I/51T1yEB85oL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Redmi-Unlocked-Smartphone-International/dp/B07H7SBBWQ,139.48,57,4.078431372549019
337,337,B07H8Q3C9T,Samsung,Samsung Galaxy J2 Co,"Samsung Galaxy J2 Core 2018 International Version, No Warranty Factory Unlocked 4G LTE (USA Latin Caribbean) Android Oreo SM-J260M Dual Sim 8MP 8GB (Black)",https://m.media-amazon.com/images/I/51zGEG7p0FL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Factory-Unlocked-Caribbean-SM-J260M/dp/B07H8Q3C9T,85.0,300,4.041450777202073
338,338,B07H8QMZWV,Samsung,Samsung Galaxy Note9,Samsung Galaxy Note9 Factory Unlocked Phone with 6.4in Screen and 128GB - Ocean Blue (Renewed),https://m.media-amazon.com/images/I/716U2tmcWIL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Unlocked-Warranty-Certified-Refurbished/dp/B07H8QMZWV,399.0,1,1.7777777777777777
339,339,B07H8SBLBC,Motorola,Motorola Moto E5 Pla,"Motorola Moto E5 Play XT1920-19 Factory Unlocked 16GB Dual SIM 1GB RAM 4G LTE 5.3"" LCD Display 8MP International Version (Black)",https://m.media-amazon.com/images/I/51VVNfdleQL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Moto-Fingerprint-Sensor-XT1920-19/dp/B07H8SBLBC,89.99,117,3.752808988764045
340,340,B07HC3CSMR,Samsung,Samsung Galaxy S8 64,Samsung Galaxy S8 64 GB Unlocked Phone with FREE Cellairis Phone Case & Screen Protector,https://m.media-amazon.com/images/I/81d7kCPgG7L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Unlocked-Cellairis-Protector/dp/B07HC3CSMR,693.58,2,3.0
341,341,B07HC74RMG,Samsung,Samsung Galaxy S9 En,Samsung Galaxy S9 Enterprise Edition 64 GB Unlocked Phone With FREE Cellairis Phone Case & Screen Protector,https://m.media-amazon.com/images/I/715LLCKpQEL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Enterprise-Unlocked-Cellairis-Protector/dp/B07HC74RMG,826.69,1,1.0
342,342,B07HCQ8VDQ,Samsung,Samsung Galaxy Note ,"Samsung Galaxy Note 5 N920A, Black 32GB - at&T GSM Unlocked",https://m.media-amazon.com/images/I/71dPOKaPwbL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Note-N920A-Black/dp/B07HCQ8VDQ,262.49,50,3.3863636363636362
343,343,B07HD3QC65,Nokia,Nokia 7.1 - Android ,"Nokia 7.1 - Android 9.0 Pie - 64 GB - Dual Camera - Dual SIM Unlocked Smartphone (Verizon/AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.84"" FHD+ HDR Screen - Steel - U.S. Warranty",https://m.media-amazon.com/images/I/61uRnzVNj9L._AC_UY218_ML3_.jpg,https://www.amazon.com/Nokia-7-1-Unlocked-Smartphone-T-Mobile/dp/B07HD3QC65,209.0,484,3.2905759162303663
344,344,B07HFHX6HX,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 8 N950U 64GB Unlocked GSM 4G LTE Android Smartphone w/Dual 12 MegaPixel Camera (Renewed) (Midnight Black),https://m.media-amazon.com/images/I/51hvE4YI96L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Note-Smartphone-Refurbished/dp/B07HFHX6HX,324.99,551,4.169724770642202
345,345,B07HFKWDK7,Motorola,Motorola Moto G5S Pl,Motorola Moto G5S Plus Unlocked GSM Android Smartphone (Blush Gold),https://m.media-amazon.com/images/I/41fmra6BrcL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Unlocked-Android-Smartphone-Blush/dp/B07HFKWDK7,129.99,52,3.3095238095238093
346,346,B07HHRF89L,Nokia,Nokia 5 - Android 9.,"Nokia 5 - Android 9.0 PIE - 16 GB - Single Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.2"" Screen - Blue",https://m.media-amazon.com/images/I/51OGbwPc-DL._AC_UY218_ML3_.jpg,https://www.amazon.com/Nokia-Unlocked-Smartphone-T-Mobile-MetroPCS/dp/B07HHRF89L,89.0,20,3.642857142857143
347,347,B07HK4JNV1,Xiaomi,Xiaomi Redmi Note 6 ,"Xiaomi Redmi Note 6 Pro 64GB / 4GB RAM 6.26"" Dual Camera LTE Factory Unlocked Smartphone Global Version (Black)",https://m.media-amazon.com/images/I/517Q3-wHBkL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Factory-Unlocked-Smartphone-Version/dp/B07HK4JNV1,179.5,441,4.340101522842639
348,348,B07HKPMFZ5,Google,Google Pixel 3 XL 64,Google Pixel 3 XL 64GB Unlocked GSM & CDMA 4G LTE Android Phone w/ 12.2MP Rear & Dual 8MP Front Camera - Just Black (Renewed),https://m.media-amazon.com/images/I/41CU2Axt3fL._AC_UY218_ML3_.jpg,https://www.amazon.com/Pixel-Phone-XL-Certified-Refurbished/dp/B07HKPMFZ5,319.97,212,3.9156626506024095
349,349,B07HKQ61NV,Apple,Apple iPhone 8 a1905,Apple iPhone 8 a1905 64GB LTE GSM Unlocked (Renewed),https://m.media-amazon.com/images/I/71aOr1CuM1L._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-a1905-Unlocked-Refurbished/dp/B07HKQ61NV,299.0,29,3.6470588235294117
350,350,B07HKQJ6H1,Google,Google Pixel Phone 3,Google Pixel Phone 3-64GB Clearly White (Renewed),https://m.media-amazon.com/images/I/61i6bsQHqbL._AC_UY218_ML3_.jpg,https://www.amazon.com/Pixel-Phone-3-64GB-Certified-Refurbished/dp/B07HKQJ6H1,303.9,99,3.963855421686747
351,351,B07HMC84L1,Motorola,Motorola Moto E5 Cru,Motorola Moto E5 Cruise Unlocked 4G LTE (Cricket) Single Sim 16GB 2GB Ram 8MP XT1921-2 Android 8.0 Desbloqueado,https://m.media-amazon.com/images/I/41zFUcz3OhL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Unlocked-Cricket-XT1921-2-Desbloqueado/dp/B07HMC84L1,116.7,1,5.0
352,352,B07HQTWQVT,Sony,Sony H3123 - Black/S,"Sony H3123 - Black/SBH-90C/SCSH10 Xperia XA2 Accessory Bundle, (Bundle Includes: 1 Xperia XA2, 1 SBH90C Bluetooth Headset, 1 Flip Phone Case), Black",https://m.media-amazon.com/images/I/61+387TW4-L._AC_UY218_ML3_.jpg,https://www.amazon.com/Sony-H3123-SBH-90C-Accessory-Bluetooth/dp/B07HQTWQVT,370.74,209,3.834285714285714
353,353,B07J2Q68N4,Samsung,Samsung Galaxy S9 G9,Samsung Galaxy S9 G960U Verizon + GSM Unlocked 64GB (Midnight Black),https://m.media-amazon.com/images/I/61J+8aMNXqL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Verizon-Unlocked-Midnight/dp/B07J2Q68N4,454.98,29,3.8095238095238093
354,354,B07J4YLV46,Motorola,Motorola Moto Z3 MOT,Motorola Moto Z3 MOTXT192917 Verizon Locked Edition 5G Capable - Ceramic Black (Renewed),https://m.media-amazon.com/images/I/41NkmuM+OjL._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-MOTXT192917-Verizon-Locked-Capable/dp/B07J4YLV46,199.0,22,3.1818181818181817
355,355,B07J4Z9647,HUAWEI,Huawei Mate 20 Lite ,"Huawei Mate 20 Lite SNE-LX3 64GB (Factory Unlocked) 6.3"" FHD (International Version) (Black)",https://m.media-amazon.com/images/I/51eM8j7wKzL._AC_UY218_ML3_.jpg,https://www.amazon.com/Huawei-SNE-LX3-Factory-Unlocked-International/dp/B07J4Z9647,229.98,422,4.403954802259887
356,356,B07J5GH52Q,Samsung,Samsung Qi Certified,Samsung Qi Certified Fast Charge Wireless Charging Pad for Qi Compatible Smartphones with Built-in Cool Fan - Retail Packaging - Black,https://m.media-amazon.com/images/I/51+SYrCpHTL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Certified-Wireless-Compatible-Smartphones/dp/B07J5GH52Q,26.43,20,4.2
357,357,B07J5VTRX6,Samsung,Samsung Galaxy S9 SM,Samsung Galaxy S9 SM-G960U 64GB for T-Mobile (Renewed),https://m.media-amazon.com/images/I/71CKY2mWIrL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-SM-G960U-T-Mobile-Renewed/dp/B07J5VTRX6,319.0,32,3.6
358,358,B07J62YCWB,Motorola,Motorola Z2 Force (S,"Motorola Z2 Force (Super Black, ATT GSM Unlocked)",https://m.media-amazon.com/images/I/419enF+lD6L._AC_UY218_ML3_.jpg,https://www.amazon.com/Motorola-Force-Super-Black-Unlocked/dp/B07J62YCWB,399.99,7,4.166666666666667
359,359,B07JB4W3L6,HUAWEI,Huawei Mate 20 HMA-L,"Huawei Mate 20 HMA-L29 Dual-SIM 128GB (4GB RAM, 6.53"" inch, Android) (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone (Black) - International Version",https://m.media-amazon.com/images/I/610CpFAks6L._AC_UY218_ML3_.jpg,https://www.amazon.com/Huawei-HMA-L29-Dual-SIM-Unlocked-Smartphone/dp/B07JB4W3L6,499.0,1,4.0
361,361,B07JLF13KV,Samsung,Samsung Galaxy S9 SM,"Samsung Galaxy S9 SM-G9600 Dual Sim 5.8"", Super AMOLED, 64GB,4 GB RAM Factory Unlocked No Warranty - Sunrise Gold",https://m.media-amazon.com/images/I/11XG+aHHTWL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-SM-G9600-Factory-Unlocked-Warranty/dp/B07JLF13KV,509.99,2,5.0
362,362,B07JML1XPT,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 8 N950U 64GB - T-Mobile (Orchid Gray),https://m.media-amazon.com/images/I/41f3kTuOG7L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Note-N950U-64GB/dp/B07JML1XPT,499.98,14,4.090909090909091
363,363,B07JMPGNHK,Xiaomi,Xiaomi Mi 8 Lite (64,"Xiaomi Mi 8 Lite (64GB, 4GB RAM) 6.26"" Full Screen Display, Snapdragon 660, Dual AI Camera's, Factory Unlocked Phone - International Global 4G LTE Version (Black)",https://m.media-amazon.com/images/I/61oKJ6RYCDL._AC_UY218_ML3_.jpg,https://www.amazon.com/Xiaomi-Display-Snapdragon-Cameras-Unlocked/dp/B07JMPGNHK,194.99,242,4.5311004784688995
364,364,B07JNKYBZ4,HUAWEI,Huawei Y9 2019 JKM-L,"Huawei Y9 2019 JKM-LX3 6.5"" HiSilicon Kirin 710 64GB 3GB RAM Dual SIM A-GPS Fingerprint -Glonass No Warranty US (Blue)",https://m.media-amazon.com/images/I/61w9fBefa8L._AC_UY218_ML3_.jpg,https://www.amazon.com/JKM-LX3-HiSilicon-Fingerprint-Glonass-Warranty/dp/B07JNKYBZ4,186.9,85,4.457142857142857
365,365,B07JQXJ3JK,Samsung,Samsung Galaxy S9 - ,Samsung Galaxy S9 - GSM Unlocked - 64GB (Renewed) (Midnight Black),https://m.media-amazon.com/images/I/71EpwFTgLOL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-S9-Unlocked-Midnight/dp/B07JQXJ3JK,380.4,2,5.0
366,366,B07JVDQP47,Google,Google Pixel 3 Veriz,Google Pixel 3 Verizon 64GB Black,https://m.media-amazon.com/images/I/61jEXWFEGOL._AC_UY218_ML3_.jpg,https://www.amazon.com/Google-Pixel-Factory-Unlocked-Black/dp/B07JVDQP47,464.0,63,3.972972972972973
367,367,B07JYRK4HX,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 5 N920A 32GB GSM Unlocked - White,https://m.media-amazon.com/images/I/41qe7usTIyL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Note-N920A-Unlocked/dp/B07JYRK4HX,240.0,16,3.0714285714285716
368,368,B07JZRFHTP,Samsung,Samsung Galaxy S8+ C,Samsung Galaxy S8+ Certified Pre-Owned Factory Unlocked Phone - 6.2Inch Screen - 64GB - Midnight Black (U.S. Warranty) (Renewed),https://m.media-amazon.com/images/I/81qD4PO4h3L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Certified-Pre-Owned-Factory-Unlocked/dp/B07JZRFHTP,344.99,11,4.0
369,369,B07JZRL7N5,Samsung,Samsung Galaxy S8 Ce,Samsung Galaxy S8 Certified Pre-Owned Factory Unlocked Phone - 5.8Inch Screen - 64GB - Midnight Black (U.S. Warranty)(Renewed),https://m.media-amazon.com/images/I/810Pw0xxs1L._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Certified-Pre-Owned-Factory-Unlocked/dp/B07JZRL7N5,333.48,84,4.103448275862069
370,370,B07K1M36CM,HUAWEI,Huawei Mate 20 Pro L,"Huawei Mate 20 Pro LYA-L29 128GB + 6GB - Factory Unlocked International Version - GSM ONLY, NO CDMA - No Warranty in The USA (Black)",https://m.media-amazon.com/images/I/61QcWsvnpQL._AC_UY218_ML3_.jpg,https://www.amazon.com/Huawei-Mate-LYA-L29-128GB-International/dp/B07K1M36CM,459.99,153,4.591304347826087
371,371,B07K2FZYKV,Samsung,Samsung Galaxy J7 20,"Samsung Galaxy J7 2018 (16GB) J737A - 5.5 HD Display, Android 8.0, Octa-core 4G LTE at&T Unlocked Smartphone (Black)",https://m.media-amazon.com/images/I/41v1cev1acL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-2018-16GB-J737A/dp/B07K2FZYKV,209.99,54,4.348837209302325
372,372,B07K3X5JTP,Google,Google - Pixel 3 XL ,Google - Pixel 3 XL with 64GB Memory Cell Phone (Unlocked) - Just Black,https://m.media-amazon.com/images/I/718ynShMnpL._AC_UY218_ML3_.jpg,https://www.amazon.com/Google-Pixel-XL-Just-Black/dp/B07K3X5JTP,588.53,118,4.415584415584416
373,373,B07K4TRTDV,Samsung,Samsung Galaxy S8 Ac,Samsung Galaxy S8 Active 64GB SM-G892U Sprint CDMA/GSM Unlocked - Meteor Gray (Renewed),https://m.media-amazon.com/images/I/61zSaCsk-LL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Active-SM-G892U-Unlocked/dp/B07K4TRTDV,278.99,15,3.0833333333333335
374,374,B07K64PTLP,Xiaomi,Xiaomi Mi 8 Pro (128,"Xiaomi Mi 8 Pro (128GB, 8GB RAM) with In-Screen Fingerprint Reader, Dual Camera's, 6.21"" AMOLED Display, Factory Unlocked - Global Version No Warranty (Transparent Titanium)",https://m.media-amazon.com/images/I/51XCFd-+zAL._AC_UY218_ML3_.jpg,https://www.amazon.com/Screen-Fingerprint-Cameras-Display-Unlocked/dp/B07K64PTLP,293.99,26,4.16
375,375,B07K76LBLZ,OnePlus,OnePlus 6T A6013 128,OnePlus 6T A6013 128GB Storage + 8GB Memory Factory Unlocked 6.41 inch AMOLED Display Android 9 - Mirror Black US Version,https://m.media-amazon.com/images/I/61-FZzBlpsL._AC_UY218_ML3_.jpg,https://www.amazon.com/OnePlus-Storage-Factory-Unlocked-Display/dp/B07K76LBLZ,599.99,86,4.2
376,376,B07KB6S8YP,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 9 N960U 128GB T-Mobile GSM Unlocked - Lavender Purple (Renewed),https://m.media-amazon.com/images/I/61YNr9LO-lL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-N960U-T-Mobile-Unlocked/dp/B07KB6S8YP,409.99,57,4.230769230769231
377,377,B07KFNRQ5S,Apple,"Apple iPhone Xs Max,","Apple iPhone Xs Max, 256GB, Space Gray - Fully Unlocked (Renewed)",https://m.media-amazon.com/images/I/71XeQzRDyML._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Max-Fully-Unlocked/dp/B07KFNRQ5S,664.99,230,3.8943661971830985
378,378,B07KJHCQCV,Google,"Google Pixel 2 64GB,","Google Pixel 2 64GB, Google Unlocked Smartphone, Kinda Blue (Renewed)",https://m.media-amazon.com/images/I/51q6Cz8PJIL._AC_UY218_ML3_.jpg,https://www.amazon.com/Google-Pixel-Unlocked-Smartphone-Renewed/dp/B07KJHCQCV,158.0,6,3.0
379,379,B07KJM21TB,Samsung,Samsung Galaxy J7 J7,Samsung Galaxy J7 J727A 16GB AT&T Branded GSM Unlocked (Black) (Renewed),https://m.media-amazon.com/images/I/517cXvVDGsL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Carrier-Branded-Unlocked-Renewed/dp/B07KJM21TB,110.0,38,3.4
380,380,B07KKL5KGG,Apple,"Apple iPhone XS, 256","Apple iPhone XS, 256GB, Gold - Fully Unlocked (Renewed)",https://m.media-amazon.com/images/I/41+2tWGDs3L._AC_UY218_ML3_.jpg,https://www.amazon.com/Apple-iPhone-Fully-Unlocked-Renewed/dp/B07KKL5KGG,574.99,198,3.8512396694214877
381,381,B07KQFRLDV,Samsung,Samsung Galaxy Note ,Samsung Galaxy Note 9 128GB Smartphone for AT&T - Midnight Black (Renewed),https://m.media-amazon.com/images/I/41qeKtRKsRL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Factory-Unlock-Renewed/dp/B07KQFRLDV,456.7,14,3.6923076923076925
382,382,B07KSFL2K5,Samsung,Samsung Electronics ,"Samsung Electronics 32GB A6 Factory Unlocked Phone - 5.6"" - Black (U.S. Warranty)",https://m.media-amazon.com/images/I/61-rdvC42nL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Electronics-Factory-Unlocked-Phone/dp/B07KSFL2K5,333.0,21,4.470588235294118
383,383,B07KX1L519,Samsung,Samsung Galaxy A50 A,"Samsung Galaxy A50 A505G 64GB Duos GSM Unlocked Phone w/Triple 25MP Camera - (International Version, no Warranty) - White",https://m.media-amazon.com/images/I/51d6hsShnAL._AC_UY218_ML3_.jpg,https://www.amazon.com/Samsung-Galaxy-Infinity-U-Display-Warranty/dp/B07KX1L519,299.5,125,4.241379310344827
